detention_facility_code,name,state,start,end,place,type
VPREGVA,Virginia Peninsula Reg. Jail,VA,6,169,"Williamsburg, VA",Federal
VISTACA,Vista Detention Facility,CA,8,119,"Vista, CA",Non-dedicated
WVREGWV,WV Regional Jail & Corr.,WV,0,109,"Charleston, WV",Non-dedicated
WCCSDCA,Wackenhut Corrections Corp,CA,44,132,"San Diego, CA",Non-dedicated
WCTHOLD,Waco DRO Hold Room,TX,20,201,"Waco, TX",Hold / Staging
WAKECNC,Wake County Sheriff Dept.,NC,0,123,"Raleigh, NC",Non-dedicated
WAKULFL,Wakulla County Jail,FL,0,200,"Crawfordville, FL",Non-dedicated
WALSHND,Walsh County Jail,ND,38,71,"Grafton, ND",Non-dedicated
MIWPRPH,Walter Reuther Psychiatric Center,MI,61,65,"Westland, MI",Medical
WALTNFL,Walton County D.O.C.,FL,200,201,"DeFuniak Springs, FL",Other / Unknown
WLTSOFL,Walton County Jail,FL,197,201,"DeFuniak Springs, FL",Federal
WALWOWI,Walworth County Jail,WI,45,47,"Elkhorn, WI",Non-dedicated
WARDCND,Ward County Jail,ND,44,201,"Minot, ND",Federal
WARCOTX,"Ward Cty Jail, Monahans",TX,65,87,"Monahans, TX",Federal
WASATUT,Wasatch County Jail,UT,70,71,"Heber, UT",Non-dedicated
WASHAWY,Washakie County Jail,WY,6,7,"Worland, WY",Non-dedicated
WAJAIMN,Washington County Jail,MN,101,197,"Stillwater, MN",Federal
WASCONY,Washington County Jail,NY,0,84,"Fort Edward, NY",Federal
WASHICO,Washington County Jail,CO,0,126,"Akron, CO",Federal
WASHIAR,Washington County Jail,AR,0,201,"Fayetteville, AR",Federal
WASHCUT,Washington County Jail,UT,0,201,"Hurricane, UT",Federal
WASHIME,Washington County Jail,ME,0,30,"Machias, ME",Non-dedicated
WASHOLD,Washington Field Office,VA,0,201,"Fairfax, VA",Hold / Staging
WASHONV,Washoe County Jail,NV,0,201,"Reno, NV",Federal
WASHTMI,"Washtenaw Co, An Arbor,MI",MI,0,92,"Ann Arbor, MI",Family / Youth
WRMEDWI,Watertown Regional Medical Center,WI,185,186,"Waterton, WI",Medical
WAUKEWI,Waukesha County Jail,WI,132,201,"Waukesha, WI",Federal
WAYNENY,Wayne County Jail,NY,0,102,"Lyons, NY",Federal
WAYNEMI,"Wayne County, Detroit",MI,0,15,"Detroit, MI",Non-dedicated
WEBDCTX,Webb County Detention Center (CCA),TX,97,201,"Laredo, TX",Dedicated
WEBERUT,Weber County Jail,UT,0,53,"Ogden, UT",Federal
WNTHOLD,Wenatchee Hold Room,WA,153,201,"Yakima, WA",Hold / Staging
WWDHDNH,Wentworth Douglas Hospital,NH,176,201,"Dover, NH",Medical
WBATOLA,West Baton Rouge Det Ctr,LA,0,8,"Port Allen, LA",Non-dedicated
WKBHMFL,West Kendall Baptist Hosp,FL,121,201,"Miami, FL",Medical
WMDBHFL,West Miami Dade Bapt Health Emerg,FL,164,201,"Miami, FL",Medical
WOAKSTX,West Oaks Hospital,TX,0,65,"Houston, TX",Medical
WTXDFTX,West Texas Detention Facility,TX,8,158,"Sierra Blanca, TX",Federal
CAWVALL,West Valley,CA,37,49,"Rancho Cucamonga, CA",Other / Unknown
WSTMCCA,Western Medical Center,CA,3,81,"Santa Ana, CA",Medical
TNWESDF,Western Tennessee Det. Fac.,TN,0,183,"Mason, TN",Federal
WTREGVA,Western Tidewater Reg. Jail,VA,27,132,"Suffolk, VA",Federal
WVIRGVA,Western Virginia Regional Jail,VA,164,201,"Salem, VA",Federal
WESHOLD,Westminster Custody,CA,6,200,"Westminster, CA",Hold / Staging
WMLNDPA,Westmoreland County Jail,PA,0,9,"Greensburg, PA",Non-dedicated
WMHOSCA,White Memorial Hospital,CA,0,201,"Los Angeles, CA",Medical
WHITFGA,Whitfield County Jail,GA,23,186,"Dalton, GA",Non-dedicated
WICHOLD,Wichita Holdroom,KS,24,200,"Wichita, KS",Hold / Staging
AKWILPT,Wildwood Pre-Trial Fac.,AK,3,158,"Kenai, AK",Non-dedicated
AKWILCC,Wildwood State Corr. Ctr.,AK,70,71,"Kenai, AK",Non-dedicated
WCRDFTX,Willacy Co  Regional Detn Facil,TX,69,166,"Raymondville, TX",Federal
WILLCTX,Willacy County Detention Center,TX,0,35,"Raymondville, TX",Dedicated
WILLITX,Williamson County Jail,TX,0,1,"Georgetown, TX",Non-dedicated
WILLITN,Williamson County Jail,TN,0,5,"Franklin, TN",Non-dedicated
WPOHOLD,Williamsport Hold Room,PA,191,201,"Williamsport, PA",Hold / Staging
WINWYAZ,Wingate Wyndham Casa Esperanza,AZ,152,159,"Yuma, AZ",Family / Youth
WINCOTX,Winkler County Jail,TX,58,106,"Kermit, TX",Non-dedicated
LAWINCI,Winn Corr Institute,LA,127,201,"Winnfield, LA",Dedicated
WOODBIA,Woodbury County Jail,IA,152,201,"Sioux City, IA",Non-dedicated
WORCEMD,Worcester Co. Jail,MD,0,173,"Snow Hill, MD",Non-dedicated
WYATTRI,Wyatt Detention Center,RI,0,201,"Central Falls, RI",Federal
WYMCONY,Wyoming County Jail,NY,132,133,"Warsaw, NY",Non-dedicated
YIKIMWA,Yakima County,WA,0,129,"Yakima, WA",Federal
YAKHOLD,Yakima Sub-Office,WA,20,201,"Yakima, WA",Hold / Staging
YANCOSD,Yankton Co. Jail SD,SD,100,167,"Yankton, SD",Federal
YATESNY,Yates County Jail,NY,6,69,"Penn Yan, NY",Non-dedicated
YAVCVAZ,Yavapai County Detention Center,AZ,0,111,"Camp Verde, AZ",Non-dedicated
YAVAPAZ,Yavapai County Jail,AZ,0,93,"Prescott, AZ",Non-dedicated
YELLOMT,Yellowstone County Jail,MT,0,185,"Billings, MT",Federal
CTYORCI,York Corr Inst,CT,1,10,"Niantic, CT",Non-dedicated
YORCOSC,York County Detention Center,SC,0,200,"York, SC",Federal
YORKCME,York County Jail,ME,14,143,"Alfred, ME",Non-dedicated
YORCOPA,"York County Jail, PA",PA,0,155,"York, PA",Non-dedicated
YRKHOLD,York Hold Room,PA,146,201,"York, PA",Hold / Staging
YUBAJCA,Yuba County Jail,CA,0,172,"Marysville, CA",Non-dedicated
YUMHOLD,Yuma Holdroom,AZ,0,201,"Yuma, AZ",Hold / Staging
YRMDCAZ,Yuma Regional Med Ctr,AZ,188,200,"Yuma, AZ",Medical
ZAVCOTX,Zavala County Jail,TX,13,192,"Crystal City, TX",Non-dedicated
